Latitude (decimal degrees):	59.794
Longitude (decimal degrees):	7.568
Elevation (m):	914
Radiation database:	PVGIS-SARAH3


Slope: 46 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200408:0511,0.0,2.2,3.65,-1.98,3.66,0.0
20200408:0611,9.42,21.56,11.18,-0.87,3.79,0.0
20200408:0711,33.84,52.58,18.56,-0.11,3.52,0.0
20200408:0811,55.68,77.99,25.36,0.48,3.45,0.0
20200408:0911,142.2,173.63,31.11,1.22,3.72,0.0
20200408:1011,42.29,62.92,35.25,1.77,4.76,0.0
20200408:1111,32.12,50.92,37.28,1.96,5.1,0.0
20200408:1211,31.21,49.87,36.89,2.2,5.17,0.0
20200408:1311,30.23,48.63,34.16,2.02,5.1,0.0
20200408:1411,49.84,71.69,29.46,1.92,4.55,0.0
20200408:1511,29.82,48.03,23.33,1.44,4.14,0.0
20200408:1611,49.45,70.96,16.29,1.11,3.45,0.0
20200408:1711,2.45,10.73,8.82,0.84,3.93,0.0
20200408:1811,0.0,0.0,0.0,0.53,3.72,0.0
20200408:1911,0.0,0.0,0.0,0.0,3.86,0.0
20200408:2011,0.0,0.0,0.0,-1.54,3.86,0.0
20200408:2111,0.0,0.0,0.0,-2.97,3.72,0.0
20200408:2211,0.0,0.0,0.0,-3.84,3.52,0.0
20200408:2311,0.0,0.0,0.0,-4.39,3.03,0.0
20200409:0011,0.0,0.0,0.0,-4.46,3.03,0.0
20200409:0111,0.0,0.0,0.0,-4.32,3.31,0.0
20200409:0211,0.0,0.0,0.0,-4.36,3.45,0.0
20200409:0311,0.0,0.0,0.0,-4.85,3.1,0.0
20200409:0411,0.0,0.0,0.0,-5.24,2.76,0.0
20200409:0511,0.0,1.76,4.01,-5.48,2.34,0.0
20200409:0611,732.5,827.39,11.54,-5.21,2.21,0.0
20200409:0711,857.21,985.75,18.92,-4.51,2.62,0.0
20200409:0811,929.89,1072.7,25.73,-3.56,3.59,0.0
20200409:0911,960.03,1117.36,31.48,-2.84,3.59,0.0
20200409:1011,970.79,1138.89,35.63,-2.31,3.38,0.0
20200409:1111,668.42,755.87,37.65,-1.99,3.72,0.0
20200409:1211,716.27,813.71,37.26,-1.74,3.79,0.0
20200409:1311,472.79,529.22,34.5,-1.64,3.86,0.0
20200409:1411,946.92,1102.22,29.78,-1.69,3.86,0.0
20200409:1511,904.13,1044.3,23.63,-1.84,3.86,0.0
20200409:1611,816.29,936.68,16.58,-2.34,3.1,0.0
20200409:1711,655.01,735.46,9.11,-3.19,2.62,0.0
20200409:1811,0.0,1.68,1.62,-4.03,2.0,0.0
20200409:1911,0.0,0.0,0.0,-4.84,1.79,0.0
20200409:2011,0.0,0.0,0.0,-5.36,1.52,0.0
20200409:2111,0.0,0.0,0.0,-6.01,1.52,0.0
20200409:2211,0.0,0.0,0.0,-6.27,1.66,0.0
20200409:2311,0.0,0.0,0.0,-6.04,1.66,0.0
20200410:0011,0.0,0.0,0.0,-5.78,1.66,0.0
20200410:0111,0.0,0.0,0.0,-5.64,1.66,0.0
20200410:0211,0.0,0.0,0.0,-5.83,1.59,0.0
20200410:0311,0.0,0.0,0.0,-5.62,1.45,0.0
20200410:0411,0.0,0.0,0.0,-5.54,1.38,0.0
20200410:0511,1.8,9.35,4.37,-5.41,1.38,0.0
20200410:0611,718.62,820.52,11.89,-5.17,1.38,0.0
20200410:0711,838.7,978.49,19.28,-4.65,1.59,0.0
20200410:0811,897.05,1063.61,26.1,-3.37,1.72,0.0
20200410:0911,552.66,627.35,31.86,-2.47,1.79,0.0
20200410:1011,938.11,1130.79,36.01,-1.78,1.79,0.0
20200410:1111,826.48,978.0,38.03,-1.18,1.93,0.0
20200410:1211,942.25,1136.26,37.62,-0.76,2.07,0.0
20200410:1311,932.74,1123.0,34.84,-0.42,2.14,0.0
20200410:1411,504.84,573.97,30.09,-0.41,2.21,0.0
20200410:1511,859.16,1023.26,23.93,-0.43,1.93,0.0
20200410:1611,788.47,930.41,16.87,-0.49,1.66,0.0
20200410:1711,635.18,731.66,9.39,-0.99,1.31,0.0
20200410:1811,0.0,0.42,1.9,-2.17,1.31,0.0
20200410:1911,0.0,0.0,0.0,-2.36,1.24,0.0
20200410:2011,0.0,0.0,0.0,-2.92,1.31,0.0
20200410:2111,0.0,0.0,0.0,-4.03,1.38,0.0
20200410:2211,0.0,0.0,0.0,-4.4,1.31,0.0
20200410:2311,0.0,0.0,0.0,-4.31,1.17,0.0
20200411:0011,0.0,0.0,0.0,-4.06,1.1,0.0
20200411:0111,0.0,0.0,0.0,-3.52,0.9,0.0
20200411:0211,0.0,0.0,0.0,-3.12,0.76,0.0
20200411:0311,0.0,0.0,0.0,-2.72,0.41,0.0
20200411:0411,0.0,0.0,0.0,-2.13,0.21,0.0
20200411:0511,0.0,2.93,4.72,-1.71,0.55,0.0
20200411:0611,5.94,16.39,12.25,-1.92,0.83,0.0
20200411:0711,19.95,35.4,19.64,-1.95,1.52,0.0
20200411:0811,30.58,48.45,26.46,-1.52,1.86,0.0
20200411:0911,105.27,132.69,32.23,-0.75,2.14,0.0
20200411:1011,97.21,124.18,36.38,-0.19,2.21,0.0
20200411:1111,184.2,219.23,38.4,0.1,2.41,0.0
20200411:1211,108.96,137.33,37.98,0.24,2.28,0.0
20200411:1311,117.66,146.71,35.18,0.02,2.21,0.0
20200411:1411,90.76,117.29,30.41,0.29,2.0,0.0
20200411:1511,53.52,75.48,24.22,0.05,2.34,0.0
20200411:1611,6.15,16.81,17.15,0.17,2.14,0.0
20200411:1711,0.87,7.58,9.67,-0.18,1.52,0.0
20200411:1811,0.0,2.1,2.19,-0.17,1.31,0.0
20200411:1911,0.0,0.0,0.0,0.15,1.38,0.0
20200411:2011,0.0,0.0,0.0,-0.01,1.66,0.0
20200411:2111,0.0,0.0,0.0,0.29,1.86,0.0
20200411:2211,0.0,0.0,0.0,0.44,2.41,0.0
20200411:2311,0.0,0.0,0.0,0.76,3.59,0.0
20200412:0011,0.0,0.0,0.0,0.54,3.79,0.0
20200412:0111,0.0,0.0,0.0,0.48,3.72,0.0
20200412:0211,0.0,0.0,0.0,-0.01,3.66,0.0
20200412:0311,0.0,0.0,0.0,0.06,3.38,0.0
20200412:0411,0.0,0.0,0.0,-0.06,3.45,0.0
20200412:0511,474.47,527.61,5.07,0.19,3.86,0.0
20200412:0611,728.36,824.99,12.6,0.58,4.69,0.0
20200412:0711,853.61,977.76,19.99,0.58,5.17,0.0
20200412:0811,915.83,1059.5,26.82,0.2,4.83,0.0
20200412:0911,958.69,1103.34,32.59,0.24,6.0,0.0
20200412:1011,982.11,1125.98,36.75,0.65,7.1,0.0
20200412:1111,883.55,1007.14,38.77,0.86,6.9,0.0
20200412:1211,851.16,971.22,38.33,1.15,6.55,0.0
20200412:1311,187.22,222.02,35.51,1.14,4.83,0.0
20200412:1411,466.96,524.87,30.72,0.71,4.69,0.0
20200412:1511,346.86,388.38,24.52,-0.44,4.97,0.0
20200412:1611,128.55,154.9,17.44,-1.8,4.97,0.0
20200412:1711,5.6,15.8,9.95,-3.13,5.38,0.0
20200412:1811,0.0,0.84,2.47,-4.26,5.1,0.0
20200412:1911,0.0,0.0,0.0,-4.86,4.55,0.0
20200412:2011,0.0,0.0,0.0,-5.53,4.48,0.0
20200412:2111,0.0,0.0,0.0,-6.12,4.48,0.0
20200412:2211,0.0,0.0,0.0,-6.52,4.55,0.0
20200412:2311,0.0,0.0,0.0,-6.8,4.69,0.0
20200413:0011,0.0,0.0,0.0,-7.09,4.69,0.0
20200413:0111,0.0,0.0,0.0,-7.27,4.69,0.0
20200413:0211,0.0,0.0,0.0,-7.35,5.03,0.0
20200413:0311,0.0,0.0,0.0,-7.46,4.9,0.0
20200413:0411,0.0,0.0,0.0,-7.62,4.48,0.0
20200413:0511,564.81,608.0,5.42,-7.83,3.86,0.0
20200413:0611,802.28,885.16,12.95,-7.49,4.07,0.0
20200413:0711,909.86,1025.56,20.34,-6.5,3.93,0.0
20200413:0811,974.94,1104.22,27.18,-5.73,4.69,0.0
20200413:0911,1008.89,1145.68,32.96,-5.16,5.17,0.0
20200413:1011,999.54,1130.84,37.12,-4.71,5.72,0.0
20200413:1111,997.39,1124.25,39.14,-4.38,6.34,0.0
20200413:1211,901.78,1007.5,38.69,-3.97,6.69,0.0
20200413:1311,957.34,1075.46,35.85,-3.78,6.62,0.0
20200413:1411,692.48,763.03,31.03,-3.76,6.21,0.0
20200413:1511,953.65,1075.81,24.81,-3.93,5.72,0.0
20200413:1611,872.61,976.44,17.72,-4.07,5.38,0.0
20200413:1711,719.7,794.82,10.23,-4.58,4.48,0.0
20200413:1811,0.0,1.26,2.76,-5.41,3.93,0.0
20200413:1911,0.0,0.0,0.0,-6.28,3.31,0.0
20200413:2011,0.0,0.0,0.0,-6.99,2.83,0.0
20200413:2111,0.0,0.0,0.0,-7.34,2.48,0.0
20200413:2211,0.0,0.0,0.0,-7.85,2.21,0.0
20200413:2311,0.0,0.0,0.0,-8.55,2.21,0.0
20200414:0011,0.0,0.0,0.0,-8.18,2.34,0.0
20200414:0111,0.0,0.0,0.0,-7.11,2.41,0.0
20200414:0211,0.0,0.0,0.0,-6.7,2.69,0.0
20200414:0311,0.0,0.0,0.0,-6.48,2.76,0.0
20200414:0411,0.0,0.0,0.0,-6.31,2.62,0.0
20200414:0511,0.0,3.52,5.77,-5.85,2.48,0.0
20200414:0611,3.21,11.84,13.29,-5.27,2.48,0.0
20200414:0711,31.71,49.25,20.69,-4.46,2.62,0.0
20200414:0811,86.26,110.4,27.53,-3.55,3.31,0.0
20200414:0911,426.71,475.37,33.32,-3.05,3.38,0.0
20200414:1011,315.16,355.73,37.49,-2.73,3.38,0.0
20200414:1111,460.25,514.74,39.5,-2.25,3.93,0.0
20200414:1211,81.42,105.83,39.04,-1.95,3.86,0.0
20200414:1311,62.69,85.28,36.18,-1.38,4.28,0.0
20200414:1411,76.78,100.99,31.34,-0.98,4.69,0.0
20200414:1511,46.52,67.1,25.1,-0.95,4.97,0.0
20200414:1611,9.05,21.01,18.0,-0.81,4.9,0.0
20200414:1711,1.82,9.48,10.51,-1.11,4.41,0.0
20200414:1811,0.0,1.26,3.04,-1.42,4.21,0.0
20200414:1911,0.0,0.0,0.0,-1.72,3.66,0.0
20200414:2011,0.0,0.0,0.0,-1.71,3.45,0.0
20200414:2111,0.0,0.0,0.0,-1.7,3.45,0.0
20200414:2211,0.0,0.0,0.0,-1.42,3.66,0.0
20200414:2311,0.0,0.0,0.0,-0.95,3.86,0.0
20200415:0011,0.0,0.0,0.0,-0.47,4.0,0.0
20200415:0111,0.0,0.0,0.0,0.0,4.21,0.0
20200415:0211,0.0,0.0,0.0,0.43,4.55,0.0
20200415:0311,0.0,0.0,0.0,0.81,5.17,0.0
20200415:0411,0.0,0.0,0.0,1.26,5.72,0.0
20200415:0511,434.75,482.42,6.11,1.52,5.93,0.0
20200415:0611,733.89,830.01,13.63,1.85,5.86,0.0
20200415:0711,840.78,973.18,21.03,1.65,4.48,0.0
20200415:0811,898.83,1053.76,27.88,1.87,4.21,0.0
20200415:0911,931.91,1096.97,33.68,1.96,4.34,0.0
20200415:1011,599.03,682.58,37.85,1.9,4.48,0.0
20200415:1111,732.67,842.05,39.86,2.06,4.83,0.0
20200415:1211,705.27,805.27,39.39,1.8,5.24,0.0
20200415:1311,724.19,826.19,36.51,1.93,5.52,0.0
20200415:1411,22.54,39.09,31.65,1.61,4.48,0.0
20200415:1511,14.71,28.98,25.39,1.45,4.48,0.0
20200415:1611,8.95,21.02,18.28,1.14,4.34,0.0
20200415:1711,408.92,453.97,10.79,1.15,6.21,0.0
20200415:1811,0.65,7.14,3.32,1.15,6.21,0.0
20200415:1911,0.0,0.0,0.0,0.92,6.0,0.0
20200415:2011,0.0,0.0,0.0,1.27,6.28,0.0
20200415:2111,0.0,0.0,0.0,1.08,6.41,0.0
20200415:2211,0.0,0.0,0.0,1.03,6.21,0.0
20200415:2311,0.0,0.0,0.0,-0.07,6.21,0.0
20200416:0011,0.0,0.0,0.0,-1.07,5.59,0.0
20200416:0111,0.0,0.0,0.0,-1.95,5.38,0.0
20200416:0211,0.0,0.0,0.0,-2.4,5.31,0.0
20200416:0311,0.0,0.0,0.0,-2.56,5.24,0.0
20200416:0411,0.0,0.0,0.0,-2.73,4.9,0.0
20200416:0511,0.0,4.12,6.45,-2.91,4.41,0.0
20200416:0611,783.56,883.67,13.97,-2.69,4.07,0.0
20200416:0711,871.88,1019.16,21.37,-2.39,2.48,0.0
20200416:0811,934.5,1094.92,28.23,-1.56,3.31,0.0
20200416:0911,960.05,1134.91,34.04,-0.97,3.24,0.0
20200416:1011,724.93,832.73,38.22,-0.54,3.38,0.0
20200416:1111,493.18,558.43,40.22,-0.34,3.45,0.0
20200416:1211,976.88,1154.96,39.73,-0.15,3.72,0.0
20200416:1311,396.97,448.3,36.83,-0.16,4.0,0.0
20200416:1411,852.08,986.39,31.96,-0.32,3.93,0.0
20200416:1511,916.05,1065.15,25.68,-0.46,4.07,0.0
20200416:1611,837.56,968.5,18.56,-1.01,3.31,0.0
20200416:1711,700.45,795.83,11.06,-1.77,2.76,0.0
20200416:1811,1.49,8.82,3.6,-2.91,2.34,0.0
20200416:1911,0.0,0.0,0.0,-3.74,2.07,0.0
20200416:2011,0.0,0.0,0.0,-4.61,1.79,0.0
20200416:2111,0.0,0.0,0.0,-5.55,1.72,0.0
20200416:2211,0.0,0.0,0.0,-6.32,1.72,0.0
20200416:2311,0.0,0.0,0.0,-6.72,1.66,0.0
20200417:0011,0.0,0.0,0.0,-7.32,1.66,0.0
20200417:0111,0.0,0.0,0.0,-7.8,1.66,0.0
20200417:0211,0.0,0.0,0.0,-8.4,1.66,0.0
20200417:0311,0.0,0.0,0.0,-8.55,1.66,0.0
20200417:0411,0.0,0.0,0.0,-8.37,1.59,0.0
20200417:0511,598.52,658.46,6.78,-8.36,1.59,0.0
20200417:0611,610.11,679.73,14.31,-7.39,1.31,0.0
20200417:0711,867.92,1024.62,21.71,-5.02,1.24,0.0
20200417:0811,908.6,1101.05,28.58,-3.42,0.97,0.0
20200417:0911,921.29,1140.17,34.39,-1.92,0.69,0.0
20200417:1011,919.24,1158.99,38.57,-0.86,0.34,0.0
20200417:1111,911.81,1140.21,40.58,-0.28,0.62,0.0
20200417:1211,739.54,883.08,40.08,0.31,1.17,0.0
20200417:1311,793.24,951.6,37.16,0.39,1.38,0.0
20200417:1411,918.16,1119.86,32.26,0.17,1.59,0.0
20200417:1511,887.8,1071.7,25.97,0.16,1.72,0.0
20200417:1611,816.23,975.07,18.83,-0.05,1.45,0.0
20200417:1711,692.4,807.48,11.33,-0.51,1.31,0.0
20200417:1811,1.91,9.67,3.87,-1.86,1.38,0.0
20200417:1911,0.0,0.0,0.0,-2.24,1.24,0.0
20200417:2011,0.0,0.0,0.0,-2.92,1.31,0.0
20200417:2111,0.0,0.0,0.0,-4.07,1.45,0.0
20200417:2211,0.0,0.0,0.0,-4.76,1.45,0.0
20200417:2311,0.0,0.0,0.0,-5.09,1.38,0.0
20200418:0011,0.0,0.0,0.0,-5.25,1.31,0.0
20200418:0111,0.0,0.0,0.0,-5.04,1.24,0.0
20200418:0211,0.0,0.0,0.0,-4.2,1.1,0.0
20200418:0311,0.0,0.0,0.0,-3.87,1.1,0.0
20200418:0411,0.0,0.0,0.0,-3.87,1.03,0.0
20200418:0511,561.59,634.12,7.12,-3.86,0.97,0.0
20200418:0611,742.98,870.94,14.64,-3.2,0.83,0.0
20200418:0711,819.51,1003.94,22.05,-2.09,0.14,0.0
20200418:0811,871.05,1078.71,28.92,-1.07,0.41,0.0
20200418:0911,851.56,1045.72,34.74,0.0,0.76,0.0
20200418:1011,855.47,1041.93,38.93,0.22,1.17,0.0
20200418:1111,776.45,930.88,40.93,0.97,1.45,0.0
20200418:1211,932.92,1143.19,40.42,1.27,1.79,0.0
20200418:1311,931.14,1131.84,37.48,1.05,2.07,0.0
20200418:1411,695.77,814.96,32.56,1.32,2.07,0.0
20200418:1511,869.69,1048.45,26.25,1.39,1.93,0.0
20200418:1611,800.97,953.06,19.11,1.04,1.79,0.0
20200418:1711,672.84,783.19,11.6,0.61,1.59,0.0
20200418:1811,2.57,10.93,4.15,-0.72,1.66,0.0
20200418:1911,0.0,0.0,0.0,-0.99,1.45,0.0
20200418:2011,0.0,0.0,0.0,-2.66,1.59,0.0
20200418:2111,0.0,0.0,0.0,-3.56,1.72,0.0
20200418:2211,0.0,0.0,0.0,-4.31,1.72,0.0
20200418:2311,0.0,0.0,0.0,-4.6,1.66,0.0
20200419:0011,0.0,0.0,0.0,-4.52,1.59,0.0
20200419:0111,0.0,0.0,0.0,-4.49,1.45,0.0
20200419:0211,0.0,0.0,0.0,-4.78,1.52,0.0
20200419:0311,0.0,0.0,0.0,-5.24,1.66,0.0
20200419:0411,0.0,0.0,0.0,-5.64,1.72,0.0
20200419:0511,586.06,651.76,7.45,-5.56,1.72,0.0
20200419:0611,763.35,884.54,14.97,-3.73,1.45,0.0
20200419:0711,846.32,1012.82,22.38,-1.46,1.31,0.0
20200419:0811,886.86,1086.95,29.25,1.06,1.31,0.0
20200419:0911,913.01,1125.69,35.08,1.63,1.45,0.0
20200419:1011,906.67,1119.5,39.28,2.63,1.59,0.0
20200419:1111,914.26,1126.41,41.28,2.82,1.79,0.0
20200419:1211,725.16,864.32,40.75,2.98,1.93,0.0
20200419:1311,815.68,983.71,37.8,3.19,2.07,0.0
20200419:1411,907.08,1109.81,32.86,3.1,2.07,0.0
20200419:1511,870.82,1057.73,26.53,2.93,2.0,0.0
20200419:1611,802.28,961.16,19.38,2.49,1.86,0.0
20200419:1711,682.15,797.91,11.87,1.87,1.79,0.0
20200419:1811,2.55,10.93,4.42,0.38,2.0,0.0
20200419:1911,0.0,0.0,0.0,-0.49,2.07,0.0
20200419:2011,0.0,0.0,0.0,-2.09,2.07,0.0
20200419:2111,0.0,0.0,0.0,-2.96,2.07,0.0
20200419:2211,0.0,0.0,0.0,-3.47,2.07,0.0
20200419:2311,0.0,0.0,0.0,-3.78,2.0,0.0
20200420:0011,0.0,0.0,0.0,-3.76,1.86,0.0
20200420:0111,0.0,0.0,0.0,-3.23,1.72,0.0
20200420:0211,0.0,0.0,0.0,-2.79,1.59,0.0
20200420:0311,0.0,0.0,0.0,-2.43,1.52,0.0
20200420:0411,0.0,0.0,0.0,-2.22,1.45,0.0
20200420:0511,594.97,676.95,7.77,-1.9,1.45,0.0
20200420:0611,758.56,895.25,15.29,-0.65,1.31,0.0
20200420:0711,839.69,1021.57,22.71,1.11,1.17,0.0
20200420:0811,877.79,1093.84,29.59,3.64,1.17,0.0
20200420:0911,902.54,1133.36,35.43,3.87,1.17,0.0
20200420:1011,911.34,1152.07,39.63,4.59,1.17,0.0
20200420:1111,856.58,1072.42,41.63,5.25,1.24,0.0
20200420:1211,776.11,957.54,41.09,5.69,1.31,0.0
20200420:1311,719.02,877.27,38.11,5.9,1.38,0.0
20200420:1411,852.16,1060.36,33.15,5.78,1.52,0.0
20200420:1511,826.55,1020.17,26.81,5.47,1.52,0.0
20200420:1611,793.05,965.37,19.65,4.69,1.59,0.0
20200420:1711,592.73,691.54,12.14,3.6,1.72,0.0
20200420:1811,0.0,5.05,4.69,2.41,1.93,0.0
20200420:1911,0.0,0.0,0.0,1.45,2.0,0.0
20200420:2011,0.0,0.0,0.0,-0.6,2.07,0.0
20200420:2111,0.0,0.0,0.0,-1.85,2.07,0.0
20200420:2211,0.0,0.0,0.0,-2.39,2.07,0.0
20200420:2311,0.0,0.0,0.0,-2.67,2.07,0.0
20200421:0011,0.0,0.0,0.0,-2.9,2.0,0.0
20200421:0111,0.0,0.0,0.0,-3.08,1.93,0.0
20200421:0211,0.0,0.0,0.0,-3.22,1.93,0.0
20200421:0311,0.0,0.0,0.0,-3.45,1.93,0.0
20200421:0411,0.0,0.0,0.0,-3.67,1.93,0.0
20200421:0511,613.93,691.9,8.09,-3.24,1.86,0.0
20200421:0611,770.96,903.82,15.61,-1.11,1.66,0.0
20200421:0711,847.76,1029.35,23.03,2.16,1.59,0.0
20200421:0811,885.34,1100.23,29.92,3.81,1.38,0.0
20200421:0911,841.85,1046.86,35.76,4.75,1.24,0.0
20200421:1011,890.83,1138.39,39.97,6.15,0.97,0.0
20200421:1111,812.9,1030.69,41.97,7.08,0.83,0.0
20200421:1211,899.3,1156.5,41.42,6.85,0.97,0.0
20200421:1311,874.5,1108.38,38.42,6.79,1.24,0.0
20200421:1411,765.38,943.31,33.44,6.74,1.45,0.0
20200421:1511,857.2,1070.98,27.09,6.18,1.45,0.0
20200421:1611,799.53,977.7,19.91,5.28,1.59,0.0
20200421:1711,687.86,817.2,12.4,4.22,1.66,0.0
20200421:1811,3.94,13.47,4.96,2.96,1.79,0.0
20200421:1911,0.0,0.0,0.0,1.86,1.93,0.0
20200421:2011,0.0,0.0,0.0,-0.63,2.07,0.0
20200421:2111,0.0,0.0,0.0,-2.13,2.14,0.0
20200421:2211,0.0,0.0,0.0,-2.93,2.07,0.0
20200421:2311,0.0,0.0,0.0,-3.39,2.07,0.0
20200422:0011,0.0,0.0,0.0,-3.74,2.07,0.0
20200422:0111,0.0,0.0,0.0,-3.92,2.07,0.0
20200422:0211,0.0,0.0,0.0,-3.99,2.0,0.0
20200422:0311,0.0,0.0,0.0,-4.01,1.93,0.0
20200422:0411,0.0,0.0,0.0,-4.06,1.93,0.0
20200422:0511,621.28,701.22,8.41,-3.52,1.72,0.0
20200422:0611,775.59,914.03,15.93,-1.28,1.38,0.0
20200422:0711,846.25,1035.07,23.35,2.07,1.24,0.0
20200422:0811,885.59,1104.43,30.24,3.44,1.17,0.0
20200422:0911,906.45,1142.56,36.1,4.66,1.24,0.0
20200422:1011,914.38,1160.93,40.31,5.51,1.24,0.0
20200422:1111,886.81,1120.11,42.31,5.97,1.31,0.0
20200422:1211,779.95,965.63,41.75,6.68,1.45,0.0
20200422:1311,825.27,1028.24,38.73,6.71,1.52,0.0
20200422:1411,825.78,1024.42,33.73,6.12,1.52,0.0
20200422:1511,854.52,1062.43,27.36,5.7,1.52,0.0
20200422:1611,804.98,985.11,20.18,4.92,1.52,0.0
20200422:1711,696.85,827.71,12.67,3.87,1.66,0.0
20200422:1811,472.09,539.33,5.23,2.66,1.79,0.0
20200422:1911,0.0,0.0,0.0,1.48,2.07,0.0
20200422:2011,0.0,0.0,0.0,-0.79,2.14,0.0
20200422:2111,0.0,0.0,0.0,-2.29,2.21,0.0
20200422:2211,0.0,0.0,0.0,-3.23,2.28,0.0
20200422:2311,0.0,0.0,0.0,-3.77,2.21,0.0
20200423:0011,0.0,0.0,0.0,-4.05,2.21,0.0
20200423:0111,0.0,0.0,0.0,-4.21,2.14,0.0
20200423:0211,0.0,0.0,0.0,-4.39,2.14,0.0
20200423:0311,0.0,0.0,0.0,-4.38,2.14,0.0
20200423:0411,0.0,0.77,1.5,-4.48,2.14,0.0
20200423:0511,2.18,10.1,8.72,-3.77,2.0,0.0
20200423:0611,626.03,715.69,16.24,-1.78,1.66,0.0
20200423:0711,857.75,1037.97,23.66,0.91,1.52,0.0
20200423:0811,901.53,1108.24,30.57,2.19,1.59,0.0
20200423:0911,690.41,825.01,36.43,3.39,1.52,0.0
20200423:1011,773.02,944.15,40.65,4.47,1.45,0.0
20200423:1111,881.83,1100.57,42.65,4.98,1.52,0.0
20200423:1211,901.18,1127.2,42.08,5.29,1.66,0.0
20200423:1311,880.2,1092.41,39.04,5.29,1.79,0.0
20200423:1411,836.79,1026.36,34.02,5.02,1.86,0.0
20200423:1511,460.13,535.83,27.63,4.62,1.79,0.0
20200423:1611,647.87,764.5,20.44,3.99,1.79,0.0
20200423:1711,292.07,336.23,12.93,3.08,1.86,0.0
20200423:1811,0.0,3.94,5.49,2.01,2.0,0.0
20200423:1911,0.0,0.0,0.0,1.24,2.0,0.0
20200423:2011,0.0,0.0,0.0,-0.9,2.07,0.0
20200423:2111,0.0,0.0,0.0,-2.47,2.07,0.0
20200423:2211,0.0,0.0,0.0,-3.52,2.14,0.0
20200423:2311,0.0,0.0,0.0,-4.08,2.0,0.0
20200424:0011,0.0,0.0,0.0,-4.11,1.93,0.0
20200424:0111,0.0,0.0,0.0,-3.61,1.86,0.0
20200424:0211,0.0,0.0,0.0,-2.94,1.79,0.0
20200424:0311,0.0,0.0,0.0,-2.48,1.72,0.0
20200424:0411,0.0,0.39,1.81,-2.75,1.72,0.0
20200424:0511,1.54,8.92,9.03,-2.63,1.59,0.0
20200424:0611,770.58,904.51,16.55,-1.6,1.45,0.0
20200424:0711,351.09,399.32,23.97,-0.67,1.31,0.0
20200424:0811,886.3,1090.69,30.88,0.15,0.97,0.0
20200424:0911,763.2,921.28,36.76,0.7,0.9,0.0
20200424:1011,467.18,544.1,40.98,1.55,1.03,0.0
20200424:1111,440.49,512.52,42.98,1.83,1.24,0.0
20200424:1211,819.1,996.32,42.4,2.24,1.45,0.0
20200424:1311,791.68,953.73,39.34,2.49,1.72,0.0
20200424:1411,267.17,312.2,34.31,2.6,2.0,0.0
20200424:1511,666.99,780.35,27.9,2.86,2.34,0.0
20200424:1611,812.55,970.7,20.7,2.74,2.21,0.0
20200424:1711,356.66,407.14,13.19,2.26,1.86,0.0
20200424:1811,48.98,69.35,5.76,1.53,1.86,0.0
20200424:1911,0.0,0.0,0.0,0.28,2.0,0.0
20200424:2011,0.0,0.0,0.0,-1.2,1.72,0.0
20200424:2111,0.0,0.0,0.0,-2.62,1.66,0.0
20200424:2211,0.0,0.0,0.0,-3.88,1.59,0.0
20200424:2311,0.0,0.0,0.0,-4.63,1.59,0.0
20200425:0011,0.0,0.0,0.0,-5.14,1.66,0.0
20200425:0111,0.0,0.0,0.0,-5.4,1.59,0.0
20200425:0211,0.0,0.0,0.0,-5.6,1.52,0.0
20200425:0311,0.0,0.0,0.0,-5.83,1.52,0.0
20200425:0411,0.0,1.16,2.12,-6.07,1.52,0.0
20200425:0511,640.84,721.61,9.34,-5.52,1.38,0.0
20200425:0611,781.11,918.78,16.85,-3.2,1.03,0.0
20200425:0711,862.42,1037.07,24.28,-2.49,1.03,0.0
20200425:0811,897.89,1103.76,31.2,-0.89,0.9,0.0
20200425:0911,917.03,1140.94,37.08,0.28,0.9,0.0
20200425:1011,926.12,1158.99,41.31,1.21,0.97,0.0
20200425:1111,900.49,1118.53,43.31,1.92,1.17,0.0
20200425:1211,811.46,990.81,42.72,2.28,1.24,0.0
20200425:1311,864.49,1062.34,39.65,2.35,1.38,0.0
20200425:1411,825.32,1003.71,34.59,2.29,1.45,0.0
20200425:1511,875.65,1072.64,28.17,2.04,1.45,0.0
20200425:1611,817.4,986.74,20.96,1.48,1.38,0.0
20200425:1711,709.93,834.72,13.44,0.62,1.38,0.0
20200425:1811,369.21,415.24,6.02,-0.63,1.52,0.0
20200425:1911,0.0,0.0,0.0,-2.64,1.93,0.0
20200425:2011,0.0,0.0,0.0,-4.16,2.07,0.0
20200425:2111,0.0,0.0,0.0,-4.93,2.07,0.0
20200425:2211,0.0,0.0,0.0,-5.42,2.0,0.0
20200425:2311,0.0,0.0,0.0,-5.77,1.93,0.0
20200426:0011,0.0,0.0,0.0,-5.88,1.93,0.0
20200426:0111,0.0,0.0,0.0,-5.83,1.86,0.0
20200426:0211,0.0,0.0,0.0,-5.5,1.72,0.0
20200426:0311,0.0,0.0,0.0,-5.45,1.72,0.0
20200426:0411,0.0,0.77,2.43,-5.62,1.66,0.0
20200426:0511,334.95,370.86,9.64,-4.84,1.52,0.0
20200426:0611,776.01,910.04,17.15,-2.49,1.31,0.0
